mes_lancamento,plano_orcamentario_nome,fase_da_despesa,nome_do_gasto,gasto_item,instrumento_inicial,agrupamento,instrumento_final,data,encerramento,detalhamento_do_gasto,conta_rtn,Valor
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 967, DE 19 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,988584599,MP nº 967/2020,Medidas Sanitárias,Lei 14055/2020,2020-05-19T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 967, DE 19 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,988584599,MP nº 967/2020,Medidas Sanitárias,Lei 14055/2020,2020-05-19T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 967, DE 19 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1090813601,MP nº 967/2020,Medidas Sanitárias,Lei 14055/2020,2020-05-19T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 967, DE 19 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1090813601,MP nº 967/2020,Medidas Sanitárias,Lei 14055/2020,2020-05-19T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 969, DE 20 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,159869513,MP nº 969/2020,Medidas Sanitárias,Lei 14056/2020,2020-05-20T00:00:00Z,NA,Ampliação da capacidade de atendimento - Via FNS,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 969, DE 20 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,159869513,MP nº 969/2020,Medidas Sanitárias,Lei 14056/2020,2020-05-20T00:00:00Z,NA,Ampliação da capacidade de atendimento - Via FNS,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 969, DE 20 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,167736638,MP nº 969/2020,Medidas Sanitárias,Lei 14056/2020,2020-05-20T00:00:00Z,NA,Ampliação da capacidade de atendimento - Via FNS,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 969, DE 20 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,167736638,MP nº 969/2020,Medidas Sanitárias,Lei 14056/2020,2020-05-20T00:00:00Z,NA,Ampliação da capacidade de atendimento - Via FNS,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323866,MP nº 970/2020,Proteção Social,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323866,MP nº 970/2020,Medidas Sanitárias,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323866,MP nº 970/2020,Proteção Social,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323866,MP nº 970/2020,Medidas Sanitárias,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323865,MP nº 970/2020,Proteção Social,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323865,MP nº 970/2020,Medidas Sanitárias,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323865,MP nº 970/2020,Proteção Social,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 970, DE 25 DE MAIO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,323865,MP nº 970/2020,Medidas Sanitárias,NA,2020-05-25T00:00:00Z,2020-09-22T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 976, DE 4 DE JUNHO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,121042341,MP nº 976/2020,Medidas Sanitárias,Lei 14067/2020,2020-06-04T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 976, DE 4 DE JUNHO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,121042341,MP nº 976/2020,Medidas Sanitárias,Lei 14067/2020,2020-06-04T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 976, DE 4 DE JUNHO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,156142294,MP nº 976/2020,Medidas Sanitárias,Lei 14067/2020,2020-06-04T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 976, DE 4 DE JUNHO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,156142294,MP nº 976/2020,Medidas Sanitárias,Lei 14067/2020,2020-06-04T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 988, DE 30 DE JUNHO DE 2020",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,349175767,MP nº 988/2020,Proteção Social,NA,2020-06-30T00:00:00Z,2020-10-28T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 988, DE 30 DE JUNHO DE 2020",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,349175767,MP nº 988/2020,Proteção Social,NA,2020-06-30T00:00:00Z,2020-10-28T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 988, DE 30 DE JUNHO DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,1271408960,MP nº 988/2020,Proteção Social,NA,2020-06-30T00:00:00Z,2020-10-28T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 988, DE 30 DE JUNHO DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,1271408960,MP nº 988/2020,Proteção Social,NA,2020-06-30T00:00:00Z,2020-10-28T00:00:00Z,Auxílio Emergencial 2020,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 994, DE 6 DE AGOSTO DE 2020 - PROCESSAMENTO FINAL E ABSORCAO DE TECNOLOGIA DE VACINA",Pagamento,Aquisição de Vacinas,185268962,MP nº 994/2020,Medidas Sanitárias,Lei nº 14107/2020,2020-08-06T00:00:00Z,NA,Vacina - AstraZeneca,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 994, DE 6 DE AGOSTO DE 2020 - PROCESSAMENTO FINAL E ABSORCAO DE TECNOLOGIA DE VACINA",Pagamento,Aquisição de Vacinas,185268962,MP nº 994/2020,Medidas Sanitárias,Lei nº 14107/2020,2020-08-06T00:00:00Z,NA,Vacina - AstraZeneca,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 994, DE 6 DE AGOSTO DE 2020 - PROCESSAMENTO FINAL E ABSORCAO DE TECNOLOGIA DE VACINA",Previsão,Aquisição de Vacinas,613914706,MP nº 994/2020,Medidas Sanitárias,Lei nº 14107/2020,2020-08-06T00:00:00Z,NA,Vacina - AstraZeneca,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 994, DE 6 DE AGOSTO DE 2020 - PROCESSAMENTO FINAL E ABSORCAO DE TECNOLOGIA DE VACINA",Previsão,Aquisição de Vacinas,613914706,MP nº 994/2020,Medidas Sanitárias,Lei nº 14107/2020,2020-08-06T00:00:00Z,NA,Vacina - AstraZeneca,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 999, DE 2 SETEMBRO DE 2020",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,378893290,MP nº 999/2020,Proteção Social,NA,2020-09-02T00:00:00Z,NA,Auxílio Emergencial 2020 - Parte 2 (R$ 300),NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 999, DE 2 SETEMBRO DE 2020",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,378893290,MP nº 999/2020,Proteção Social,NA,2020-09-02T00:00:00Z,NA,Auxílio Emergencial 2020 - Parte 2 (R$ 300),NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 999, DE 2 SETEMBRO DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,1012067579,MP nº 999/2020,Proteção Social,NA,2020-09-02T00:00:00Z,NA,Auxílio Emergencial 2020 - Parte 2 (R$ 300),NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 999, DE 2 SETEMBRO DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,1012067579,MP nº 999/2020,Proteção Social,NA,2020-09-02T00:00:00Z,NA,Auxílio Emergencial 2020 - Parte 2 (R$ 300),NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 202 - SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,125770927,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 202 - SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 2021 - BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,9841750306,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 2021 - BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 2021 - SERVICOS DE CALL-CENTER E TELEFONIA PARA ATENDIMENTO AOS BENEFICIARIOS DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,3490000,"COVID-19 - MEDIDA PROVISORIA N. XXX, DE XX DE ABRIL DE 2021 - SERVICOS DE CALL-CENTER E TELEFONIA PARA ATENDIMENTO AOS BENEFICIARIOS DO BENEFICIO EMERGENCIAL",NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. XXX,DE XX DE ABRIL DE 2021 - SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,6690000,"COVID-19 - MEDIDA PROVISORIA N. XXX,DE XX DE ABRIL DE 2021 - SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID - 19 - MEDIDA PROVISORIA N. 1.015, DE 17 DE DEZEMBRO DE 2020 - AQUISICAO DE VACINAS E OUTRAS DESPESAS ASSOCIADAS A IMUNIZACAO",Pagamento,Aquisição de Vacinas,4202247442,MP nº 1015/2020,Medidas Sanitárias,NA,2020-12-17T00:00:00Z,NA,Vacina - sem especificação,NA,NA
2021-04-01,"COVID - 19 - MEDIDA PROVISORIA N. 1.015, DE 17 DE DEZEMBRO DE 2020 - AQUISICAO DE VACINAS E OUTRAS DESPESAS ASSOCIADAS A IMUNIZACAO",Pagamento,Aquisição de Vacinas,4202247442,MP nº 1015/2020,Medidas Sanitárias,NA,2020-12-17T00:00:00Z,NA,Vacina - sem especificação,NA,NA
2021-04-01,"COVID - 19 - MEDIDA PROVISORIA N. 1.015, DE 17 DE DEZEMBRO DE 2020 - AQUISICAO DE VACINAS E OUTRAS DESPESAS ASSOCIADAS A IMUNIZACAO",Previsão,Aquisição de Vacinas,19992837513,MP nº 1015/2020,Medidas Sanitárias,NA,2020-12-17T00:00:00Z,NA,Vacina - sem especificação,NA,NA
2021-04-01,"COVID - 19 - MEDIDA PROVISORIA N. 1.015, DE 17 DE DEZEMBRO DE 2020 - AQUISICAO DE VACINAS E OUTRAS DESPESAS ASSOCIADAS A IMUNIZACAO",Previsão,Aquisição de Vacinas,19992837513,MP nº 1015/2020,Medidas Sanitárias,NA,2020-12-17T00:00:00Z,NA,Vacina - sem especificação,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 921, DE 7 DE FEVEREIRO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,280413,MP nº 921/2020,Medidas Sanitárias,NA,2020-02-07T00:00:00Z,2020-07-08T00:00:00Z,Apoio a brasileiros nos exterior - Operação Regresso,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 921, DE 7 DE FEVEREIRO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,280413,MP nº 921/2020,Medidas Sanitárias,NA,2020-02-07T00:00:00Z,2020-07-08T00:00:00Z,Apoio a brasileiros nos exterior - Operação Regresso,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 921, DE 7 DE FEVEREIRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,289321,MP nº 921/2020,Medidas Sanitárias,NA,2020-02-07T00:00:00Z,2020-07-08T00:00:00Z,Apoio a brasileiros nos exterior - Operação Regresso,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 921, DE 7 DE FEVEREIRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,289321,MP nº 921/2020,Medidas Sanitárias,NA,2020-02-07T00:00:00Z,2020-07-08T00:00:00Z,Apoio a brasileiros nos exterior - Operação Regresso,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,65,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8869119,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID 19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020 - EIXO LOGISTICO - OPERACIONAL - EMCFA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,12926987,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 985 DE 25 DE JUNHO DE 2020,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21744612,MP nº 985/2020,Medidas Sanitárias,NA,2020-06-25T00:00:00Z,2020-10-23T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 985 DE 25 DE JUNHO DE 2020,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21744612,MP nº 985/2020,Medidas Sanitárias,NA,2020-06-25T00:00:00Z,2020-10-23T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 985 DE 25 DE JUNHO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,55936984,MP nº 985/2020,Medidas Sanitárias,NA,2020-06-25T00:00:00Z,2020-10-23T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIA N. 985 DE 25 DE JUNHO DE 2020,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,55936984,MP nº 985/2020,Medidas Sanitárias,NA,2020-06-25T00:00:00Z,2020-10-23T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4661205,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,COVID 19 - MEDIDA PROVISORIO N. 929 DE 25 DE MARCO DE 2020 - SEPESD,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,6889229,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
